00099_p1_patch2.tif,00099_p1_patch2_Mask.tif,speckled ,positive
00099_p1_patch3.tif,00099_p1_patch3_Mask.tif,speckled ,positive
00099_p1_patch4.tif,00099_p1_patch4_Mask.tif,speckled ,positive
00099_p1_patch5.tif,00099_p1_patch5_Mask.tif,speckled ,positive
00099_p1_patch6.tif,00099_p1_patch6_Mask.tif,speckled ,positive
00099_p1_patch7.tif,00099_p1_patch7_Mask.tif,speckled ,positive
00099_p1_patch8.tif,00099_p1_patch8_Mask.tif,speckled ,positive
00099_p1_patch9.tif,00099_p1_patch9_Mask.tif,speckled ,positive
00099_p1_patch10.tif,00099_p1_patch10_Mask.tif,speckled ,positive
00099_p1_patch11.tif,00099_p1_patch11_Mask.tif,speckled ,positive
00099_p1_patch12.tif,00099_p1_patch12_Mask.tif,speckled ,positive
00099_p1_patch13.tif,00099_p1_patch13_Mask.tif,speckled ,positive
00099_p1_patch14.tif,00099_p1_patch14_Mask.tif,speckled ,positive
00099_p2_patch0.tif,00099_p2_patch0_Mask.tif,speckled ,positive
00099_p2_patch1.tif,00099_p2_patch1_Mask.tif,speckled ,positive
00099_p2_patch2.tif,00099_p2_patch2_Mask.tif,speckled ,positive
00099_p2_patch3.tif,00099_p2_patch3_Mask.tif,speckled ,positive
00099_p2_patch4.tif,00099_p2_patch4_Mask.tif,speckled ,positive
00099_p2_patch5.tif,00099_p2_patch5_Mask.tif,speckled ,positive
00099_p2_patch6.tif,00099_p2_patch6_Mask.tif,speckled ,positive
00099_p2_patch7.tif,00099_p2_patch7_Mask.tif,speckled ,positive
00099_p2_patch8.tif,00099_p2_patch8_Mask.tif,speckled ,positive
00099_p2_patch9.tif,00099_p2_patch9_Mask.tif,speckled ,positive
00099_p2_patch10.tif,00099_p2_patch10_Mask.tif,speckled ,positive
00099_p2_patch11.tif,00099_p2_patch11_Mask.tif,speckled ,positive
00099_p2_patch12.tif,00099_p2_patch12_Mask.tif,speckled ,positive
00099_p2_patch13.tif,00099_p2_patch13_Mask.tif,speckled ,positive
00099_p2_patch14.tif,00099_p2_patch14_Mask.tif,speckled ,positive
00099_p3_patch0.tif,00099_p3_patch0_Mask.tif,speckled ,positive
00099_p3_patch1.tif,00099_p3_patch1_Mask.tif,speckled ,positive
00099_p3_patch2.tif,00099_p3_patch2_Mask.tif,speckled ,positive
00099_p3_patch3.tif,00099_p3_patch3_Mask.tif,speckled ,positive
00099_p3_patch4.tif,00099_p3_patch4_Mask.tif,speckled ,positive
00099_p3_patch5.tif,00099_p3_patch5_Mask.tif,speckled ,positive
00099_p3_patch6.tif,00099_p3_patch6_Mask.tif,speckled ,positive
00099_p3_patch7.tif,00099_p3_patch7_Mask.tif,speckled ,positive
00099_p3_patch8.tif,00099_p3_patch8_Mask.tif,speckled ,positive
00099_p3_patch9.tif,00099_p3_patch9_Mask.tif,speckled ,positive
00099_p3_patch10.tif,00099_p3_patch10_Mask.tif,speckled ,positive
00099_p3_patch11.tif,00099_p3_patch11_Mask.tif,speckled ,positive
00099_p3_patch12.tif,00099_p3_patch12_Mask.tif,speckled ,positive
00099_p3_patch13.tif,00099_p3_patch13_Mask.tif,speckled ,positive
00099_p3_patch14.tif,00099_p3_patch14_Mask.tif,speckled ,positive
00100_p0_patch0.tif,00100_p0_patch0_Mask.tif,speckled ,positive
00100_p0_patch1.tif,00100_p0_patch1_Mask.tif,speckled ,positive
00100_p0_patch2.tif,00100_p0_patch2_Mask.tif,speckled ,positive
00100_p0_patch3.tif,00100_p0_patch3_Mask.tif,speckled ,positive
00100_p0_patch4.tif,00100_p0_patch4_Mask.tif,speckled ,positive
00100_p0_patch5.tif,00100_p0_patch5_Mask.tif,speckled ,positive
00100_p0_patch6.tif,00100_p0_patch6_Mask.tif,speckled ,positive
00100_p0_patch7.tif,00100_p0_patch7_Mask.tif,speckled ,positive
00100_p0_patch8.tif,00100_p0_patch8_Mask.tif,speckled ,positive
00100_p0_patch9.tif,00100_p0_patch9_Mask.tif,speckled ,positive
00100_p0_patch10.tif,00100_p0_patch10_Mask.tif,speckled ,positive
00100_p0_patch11.tif,00100_p0_patch11_Mask.tif,speckled ,positive
00100_p0_patch12.tif,00100_p0_patch12_Mask.tif,speckled ,positive
00100_p0_patch13.tif,00100_p0_patch13_Mask.tif,speckled ,positive
00100_p0_patch14.tif,00100_p0_patch14_Mask.tif,speckled ,positive
00100_p1_patch0.tif,00100_p1_patch0_Mask.tif,speckled ,positive
00100_p1_patch1.tif,00100_p1_patch1_Mask.tif,speckled ,positive
00100_p1_patch2.tif,00100_p1_patch2_Mask.tif,speckled ,positive
00100_p1_patch3.tif,00100_p1_patch3_Mask.tif,speckled ,positive
00100_p1_patch4.tif,00100_p1_patch4_Mask.tif,speckled ,positive
00100_p1_patch5.tif,00100_p1_patch5_Mask.tif,speckled ,positive
00100_p1_patch6.tif,00100_p1_patch6_Mask.tif,speckled ,positive
00100_p1_patch7.tif,00100_p1_patch7_Mask.tif,speckled ,positive
00100_p1_patch8.tif,00100_p1_patch8_Mask.tif,speckled ,positive
00100_p1_patch9.tif,00100_p1_patch9_Mask.tif,speckled ,positive
00100_p1_patch10.tif,00100_p1_patch10_Mask.tif,speckled ,positive
00100_p1_patch11.tif,00100_p1_patch11_Mask.tif,speckled ,positive
00100_p1_patch12.tif,00100_p1_patch12_Mask.tif,speckled ,positive
00100_p1_patch13.tif,00100_p1_patch13_Mask.tif,speckled ,positive
00100_p1_patch14.tif,00100_p1_patch14_Mask.tif,speckled ,positive
00100_p2_patch0.tif,00100_p2_patch0_Mask.tif,speckled ,positive
00100_p2_patch1.tif,00100_p2_patch1_Mask.tif,speckled ,positive
00100_p2_patch2.tif,00100_p2_patch2_Mask.tif,speckled ,positive
00100_p2_patch3.tif,00100_p2_patch3_Mask.tif,speckled ,positive
00100_p2_patch4.tif,00100_p2_patch4_Mask.tif,speckled ,positive
00100_p2_patch5.tif,00100_p2_patch5_Mask.tif,speckled ,positive
00100_p2_patch6.tif,00100_p2_patch6_Mask.tif,speckled ,positive
00100_p2_patch7.tif,00100_p2_patch7_Mask.tif,speckled ,positive
00100_p2_patch8.tif,00100_p2_patch8_Mask.tif,speckled ,positive
00100_p2_patch9.tif,00100_p2_patch9_Mask.tif,speckled ,positive
00100_p2_patch10.tif,00100_p2_patch10_Mask.tif,speckled ,positive
00100_p2_patch11.tif,00100_p2_patch11_Mask.tif,speckled ,positive
00100_p2_patch12.tif,00100_p2_patch12_Mask.tif,speckled ,positive
00100_p2_patch13.tif,00100_p2_patch13_Mask.tif,speckled ,positive
00100_p2_patch14.tif,00100_p2_patch14_Mask.tif,speckled ,positive
00100_p3_patch0.tif,00100_p3_patch0_Mask.tif,speckled ,positive
00100_p3_patch1.tif,00100_p3_patch1_Mask.tif,speckled ,positive
00100_p3_patch2.tif,00100_p3_patch2_Mask.tif,speckled ,positive
00100_p3_patch3.tif,00100_p3_patch3_Mask.tif,speckled ,positive
00100_p3_patch4.tif,00100_p3_patch4_Mask.tif,speckled ,positive
00100_p3_patch5.tif,00100_p3_patch5_Mask.tif,speckled ,positive
00100_p3_patch6.tif,00100_p3_patch6_Mask.tif,speckled ,positive
00100_p3_patch7.tif,00100_p3_patch7_Mask.tif,speckled ,positive
00100_p3_patch8.tif,00100_p3_patch8_Mask.tif,speckled ,positive
00100_p3_patch9.tif,00100_p3_patch9_Mask.tif,speckled ,positive
00100_p3_patch10.tif,00100_p3_patch10_Mask.tif,speckled ,positive
00100_p3_patch11.tif,00100_p3_patch11_Mask.tif,speckled ,positive
00100_p3_patch12.tif,00100_p3_patch12_Mask.tif,speckled ,positive
00100_p3_patch13.tif,00100_p3_patch13_Mask.tif,speckled ,positive
00100_p3_patch14.tif,00100_p3_patch14_Mask.tif,speckled ,positive
00108_p0_patch0.tif,00108_p0_patch0_Mask.tif,nucleolar ,intermediate
00108_p0_patch1.tif,00108_p0_patch1_Mask.tif,nucleolar ,intermediate
00108_p0_patch2.tif,00108_p0_patch2_Mask.tif,nucleolar ,intermediate
00108_p0_patch3.tif,00108_p0_patch3_Mask.tif,nucleolar ,intermediate
00108_p0_patch4.tif,00108_p0_patch4_Mask.tif,nucleolar ,intermediate
00108_p0_patch5.tif,00108_p0_patch5_Mask.tif,nucleolar ,intermediate
00108_p0_patch6.tif,00108_p0_patch6_Mask.tif,nucleolar ,intermediate
00108_p0_patch7.tif,00108_p0_patch7_Mask.tif,nucleolar ,intermediate
00108_p0_patch8.tif,00108_p0_patch8_Mask.tif,nucleolar ,intermediate
00108_p0_patch9.tif,00108_p0_patch9_Mask.tif,nucleolar ,intermediate
00108_p0_patch10.tif,00108_p0_patch10_Mask.tif,nucleolar ,intermediate
00108_p0_patch11.tif,00108_p0_patch11_Mask.tif,nucleolar ,intermediate
00108_p0_patch12.tif,00108_p0_patch12_Mask.tif,nucleolar ,intermediate
00108_p0_patch13.tif,00108_p0_patch13_Mask.tif,nucleolar ,intermediate
00108_p0_patch14.tif,00108_p0_patch14_Mask.tif,nucleolar ,intermediate
00108_p1_patch0.tif,00108_p1_patch0_Mask.tif,nucleolar ,intermediate
00108_p1_patch1.tif,00108_p1_patch1_Mask.tif,nucleolar ,intermediate
00108_p1_patch2.tif,00108_p1_patch2_Mask.tif,nucleolar ,intermediate
00108_p1_patch3.tif,00108_p1_patch3_Mask.tif,nucleolar ,intermediate
00108_p1_patch4.tif,00108_p1_patch4_Mask.tif,nucleolar ,intermediate
00108_p1_patch5.tif,00108_p1_patch5_Mask.tif,nucleolar ,intermediate
00108_p1_patch6.tif,00108_p1_patch6_Mask.tif,nucleolar ,intermediate
00108_p1_patch7.tif,00108_p1_patch7_Mask.tif,nucleolar ,intermediate
00108_p1_patch8.tif,00108_p1_patch8_Mask.tif,nucleolar ,intermediate
00108_p1_patch9.tif,00108_p1_patch9_Mask.tif,nucleolar ,intermediate
00108_p1_patch10.tif,00108_p1_patch10_Mask.tif,nucleolar ,intermediate
00108_p1_patch11.tif,00108_p1_patch11_Mask.tif,nucleolar ,intermediate
00108_p1_patch12.tif,00108_p1_patch12_Mask.tif,nucleolar ,intermediate
00108_p1_patch13.tif,00108_p1_patch13_Mask.tif,nucleolar ,intermediate
00108_p1_patch14.tif,00108_p1_patch14_Mask.tif,nucleolar ,intermediate
00108_p2_patch0.tif,00108_p2_patch0_Mask.tif,nucleolar ,intermediate
00108_p2_patch1.tif,00108_p2_patch1_Mask.tif,nucleolar ,intermediate
00108_p2_patch2.tif,00108_p2_patch2_Mask.tif,nucleolar ,intermediate
00108_p2_patch3.tif,00108_p2_patch3_Mask.tif,nucleolar ,intermediate
00108_p2_patch4.tif,00108_p2_patch4_Mask.tif,nucleolar ,intermediate
00108_p2_patch5.tif,00108_p2_patch5_Mask.tif,nucleolar ,intermediate
00108_p2_patch6.tif,00108_p2_patch6_Mask.tif,nucleolar ,intermediate
00108_p2_patch7.tif,00108_p2_patch7_Mask.tif,nucleolar ,intermediate
00108_p2_patch8.tif,00108_p2_patch8_Mask.tif,nucleolar ,intermediate
00108_p2_patch9.tif,00108_p2_patch9_Mask.tif,nucleolar ,intermediate
00108_p2_patch10.tif,00108_p2_patch10_Mask.tif,nucleolar ,intermediate
00108_p2_patch11.tif,00108_p2_patch11_Mask.tif,nucleolar ,intermediate
00108_p2_patch12.tif,00108_p2_patch12_Mask.tif,nucleolar ,intermediate
00108_p2_patch13.tif,00108_p2_patch13_Mask.tif,nucleolar ,intermediate
00108_p2_patch14.tif,00108_p2_patch14_Mask.tif,nucleolar ,intermediate
00108_p3_patch0.tif,00108_p3_patch0_Mask.tif,nucleolar ,intermediate
00108_p3_patch1.tif,00108_p3_patch1_Mask.tif,nucleolar ,intermediate
00108_p3_patch2.tif,00108_p3_patch2_Mask.tif,nucleolar ,intermediate
00108_p3_patch3.tif,00108_p3_patch3_Mask.tif,nucleolar ,intermediate
00108_p3_patch4.tif,00108_p3_patch4_Mask.tif,nucleolar ,intermediate
00108_p3_patch5.tif,00108_p3_patch5_Mask.tif,nucleolar ,intermediate
00108_p3_patch6.tif,00108_p3_patch6_Mask.tif,nucleolar ,intermediate
00108_p3_patch7.tif,00108_p3_patch7_Mask.tif,nucleolar ,intermediate
00108_p3_patch8.tif,00108_p3_patch8_Mask.tif,nucleolar ,intermediate
00108_p3_patch9.tif,00108_p3_patch9_Mask.tif,nucleolar ,intermediate
00108_p3_patch10.tif,00108_p3_patch10_Mask.tif,nucleolar ,intermediate
00108_p3_patch11.tif,00108_p3_patch11_Mask.tif,nucleolar ,intermediate
00108_p3_patch12.tif,00108_p3_patch12_Mask.tif,nucleolar ,intermediate
00108_p3_patch13.tif,00108_p3_patch13_Mask.tif,nucleolar ,intermediate
00108_p3_patch14.tif,00108_p3_patch14_Mask.tif,nucleolar ,intermediate
00113_p0_patch0.tif,00113_p0_patch0_Mask.tif,nucleolar ,intermediate
00113_p0_patch1.tif,00113_p0_patch1_Mask.tif,nucleolar ,intermediate
00113_p0_patch2.tif,00113_p0_patch2_Mask.tif,nucleolar ,intermediate
00113_p0_patch3.tif,00113_p0_patch3_Mask.tif,nucleolar ,intermediate
00113_p0_patch4.tif,00113_p0_patch4_Mask.tif,nucleolar ,intermediate
00113_p0_patch5.tif,00113_p0_patch5_Mask.tif,nucleolar ,intermediate
00113_p0_patch6.tif,00113_p0_patch6_Mask.tif,nucleolar ,intermediate
00113_p0_patch7.tif,00113_p0_patch7_Mask.tif,nucleolar ,intermediate
00113_p0_patch8.tif,00113_p0_patch8_Mask.tif,nucleolar ,intermediate
00113_p0_patch9.tif,00113_p0_patch9_Mask.tif,nucleolar ,intermediate
00113_p0_patch10.tif,00113_p0_patch10_Mask.tif,nucleolar ,intermediate
00113_p0_patch11.tif,00113_p0_patch11_Mask.tif,nucleolar ,intermediate
00113_p0_patch12.tif,00113_p0_patch12_Mask.tif,nucleolar ,intermediate
00113_p0_patch13.tif,00113_p0_patch13_Mask.tif,nucleolar ,intermediate
00113_p0_patch14.tif,00113_p0_patch14_Mask.tif,nucleolar ,intermediate
00113_p1_patch0.tif,00113_p1_patch0_Mask.tif,nucleolar ,intermediate
00113_p1_patch1.tif,00113_p1_patch1_Mask.tif,nucleolar ,intermediate
00113_p1_patch2.tif,00113_p1_patch2_Mask.tif,nucleolar ,intermediate
00113_p1_patch3.tif,00113_p1_patch3_Mask.tif,nucleolar ,intermediate
00113_p1_patch4.tif,00113_p1_patch4_Mask.tif,nucleolar ,intermediate
00113_p1_patch5.tif,00113_p1_patch5_Mask.tif,nucleolar ,intermediate
00113_p1_patch6.tif,00113_p1_patch6_Mask.tif,nucleolar ,intermediate
00113_p1_patch7.tif,00113_p1_patch7_Mask.tif,nucleolar ,intermediate
00113_p1_patch8.tif,00113_p1_patch8_Mask.tif,nucleolar ,intermediate
00113_p1_patch9.tif,00113_p1_patch9_Mask.tif,nucleolar ,intermediate
00113_p1_patch10.tif,00113_p1_patch10_Mask.tif,nucleolar ,intermediate
00113_p1_patch11.tif,00113_p1_patch11_Mask.tif,nucleolar ,intermediate
00113_p1_patch12.tif,00113_p1_patch12_Mask.tif,nucleolar ,intermediate
00113_p1_patch13.tif,00113_p1_patch13_Mask.tif,nucleolar ,intermediate
00113_p1_patch14.tif,00113_p1_patch14_Mask.tif,nucleolar ,intermediate
00113_p2_patch0.tif,00113_p2_patch0_Mask.tif,nucleolar ,intermediate
00113_p2_patch1.tif,00113_p2_patch1_Mask.tif,nucleolar ,intermediate
00113_p2_patch2.tif,00113_p2_patch2_Mask.tif,nucleolar ,intermediate
00113_p2_patch3.tif,00113_p2_patch3_Mask.tif,nucleolar ,intermediate
00113_p2_patch4.tif,00113_p2_patch4_Mask.tif,nucleolar ,intermediate
00113_p2_patch5.tif,00113_p2_patch5_Mask.tif,nucleolar ,intermediate
00113_p2_patch6.tif,00113_p2_patch6_Mask.tif,nucleolar ,intermediate
00113_p2_patch7.tif,00113_p2_patch7_Mask.tif,nucleolar ,intermediate
00113_p2_patch8.tif,00113_p2_patch8_Mask.tif,nucleolar ,intermediate
00113_p2_patch9.tif,00113_p2_patch9_Mask.tif,nucleolar ,intermediate
00113_p2_patch10.tif,00113_p2_patch10_Mask.tif,nucleolar ,intermediate
00113_p2_patch11.tif,00113_p2_patch11_Mask.tif,nucleolar ,intermediate
00113_p2_patch12.tif,00113_p2_patch12_Mask.tif,nucleolar ,intermediate
00113_p2_patch13.tif,00113_p2_patch13_Mask.tif,nucleolar ,intermediate
00113_p2_patch14.tif,00113_p2_patch14_Mask.tif,nucleolar ,intermediate
00113_p3_patch0.tif,00113_p3_patch0_Mask.tif,nucleolar ,intermediate
00113_p3_patch1.tif,00113_p3_patch1_Mask.tif,nucleolar ,intermediate
00113_p3_patch2.tif,00113_p3_patch2_Mask.tif,nucleolar ,intermediate
00113_p3_patch3.tif,00113_p3_patch3_Mask.tif,nucleolar ,intermediate
00113_p3_patch4.tif,00113_p3_patch4_Mask.tif,nucleolar ,intermediate
00113_p3_patch5.tif,00113_p3_patch5_Mask.tif,nucleolar ,intermediate
00113_p3_patch6.tif,00113_p3_patch6_Mask.tif,nucleolar ,intermediate
00113_p3_patch7.tif,00113_p3_patch7_Mask.tif,nucleolar ,intermediate
00113_p3_patch8.tif,00113_p3_patch8_Mask.tif,nucleolar ,intermediate
00113_p3_patch9.tif,00113_p3_patch9_Mask.tif,nucleolar ,intermediate
00113_p3_patch10.tif,00113_p3_patch10_Mask.tif,nucleolar ,intermediate
00113_p3_patch11.tif,00113_p3_patch11_Mask.tif,nucleolar ,intermediate
00113_p3_patch12.tif,00113_p3_patch12_Mask.tif,nucleolar ,intermediate
00113_p3_patch13.tif,00113_p3_patch13_Mask.tif,nucleolar ,intermediate
00113_p3_patch14.tif,00113_p3_patch14_Mask.tif,nucleolar ,intermediate
00114_p0_patch0.tif,00114_p0_patch0_Mask.tif,nucleolar ,intermediate
00114_p0_patch1.tif,00114_p0_patch1_Mask.tif,nucleolar ,intermediate
00114_p0_patch2.tif,00114_p0_patch2_Mask.tif,nucleolar ,intermediate
00114_p0_patch3.tif,00114_p0_patch3_Mask.tif,nucleolar ,intermediate
00114_p0_patch4.tif,00114_p0_patch4_Mask.tif,nucleolar ,intermediate
00114_p0_patch5.tif,00114_p0_patch5_Mask.tif,nucleolar ,intermediate
00114_p0_patch6.tif,00114_p0_patch6_Mask.tif,nucleolar ,intermediate
00114_p0_patch7.tif,00114_p0_patch7_Mask.tif,nucleolar ,intermediate
00114_p0_patch8.tif,00114_p0_patch8_Mask.tif,nucleolar ,intermediate
00114_p0_patch9.tif,00114_p0_patch9_Mask.tif,nucleolar ,intermediate
00114_p0_patch10.tif,00114_p0_patch10_Mask.tif,nucleolar ,intermediate
00114_p0_patch11.tif,00114_p0_patch11_Mask.tif,nucleolar ,intermediate
00114_p0_patch12.tif,00114_p0_patch12_Mask.tif,nucleolar ,intermediate
00114_p0_patch13.tif,00114_p0_patch13_Mask.tif,nucleolar ,intermediate
00114_p0_patch14.tif,00114_p0_patch14_Mask.tif,nucleolar ,intermediate
00114_p1_patch0.tif,00114_p1_patch0_Mask.tif,nucleolar ,intermediate
00114_p1_patch1.tif,00114_p1_patch1_Mask.tif,nucleolar ,intermediate
00114_p1_patch2.tif,00114_p1_patch2_Mask.tif,nucleolar ,intermediate
00114_p1_patch3.tif,00114_p1_patch3_Mask.tif,nucleolar ,intermediate
00114_p1_patch4.tif,00114_p1_patch4_Mask.tif,nucleolar ,intermediate
00114_p1_patch5.tif,00114_p1_patch5_Mask.tif,nucleolar ,intermediate
00114_p1_patch6.tif,00114_p1_patch6_Mask.tif,nucleolar ,intermediate
00114_p1_patch7.tif,00114_p1_patch7_Mask.tif,nucleolar ,intermediate
00114_p1_patch8.tif,00114_p1_patch8_Mask.tif,nucleolar ,intermediate
00114_p1_patch9.tif,00114_p1_patch9_Mask.tif,nucleolar ,intermediate
00114_p1_patch10.tif,00114_p1_patch10_Mask.tif,nucleolar ,intermediate
00114_p1_patch11.tif,00114_p1_patch11_Mask.tif,nucleolar ,intermediate
00114_p1_patch12.tif,00114_p1_patch12_Mask.tif,nucleolar ,intermediate
00114_p1_patch13.tif,00114_p1_patch13_Mask.tif,nucleolar ,intermediate
00114_p1_patch14.tif,00114_p1_patch14_Mask.tif,nucleolar ,intermediate
00114_p2_patch0.tif,00114_p2_patch0_Mask.tif,nucleolar ,intermediate
00114_p2_patch1.tif,00114_p2_patch1_Mask.tif,nucleolar ,intermediate
00114_p2_patch2.tif,00114_p2_patch2_Mask.tif,nucleolar ,intermediate
00114_p2_patch3.tif,00114_p2_patch3_Mask.tif,nucleolar ,intermediate
00114_p2_patch4.tif,00114_p2_patch4_Mask.tif,nucleolar ,intermediate
00114_p2_patch5.tif,00114_p2_patch5_Mask.tif,nucleolar ,intermediate
00114_p2_patch6.tif,00114_p2_patch6_Mask.tif,nucleolar ,intermediate
00114_p2_patch7.tif,00114_p2_patch7_Mask.tif,nucleolar ,intermediate
00114_p2_patch8.tif,00114_p2_patch8_Mask.tif,nucleolar ,intermediate
00114_p2_patch9.tif,00114_p2_patch9_Mask.tif,nucleolar ,intermediate
00114_p2_patch10.tif,00114_p2_patch10_Mask.tif,nucleolar ,intermediate
00114_p2_patch11.tif,00114_p2_patch11_Mask.tif,nucleolar ,intermediate
00114_p2_patch12.tif,00114_p2_patch12_Mask.tif,nucleolar ,intermediate
00114_p2_patch13.tif,00114_p2_patch13_Mask.tif,nucleolar ,intermediate
00114_p2_patch14.tif,00114_p2_patch14_Mask.tif,nucleolar ,intermediate
00114_p3_patch0.tif,00114_p3_patch0_Mask.tif,nucleolar ,intermediate
00114_p3_patch1.tif,00114_p3_patch1_Mask.tif,nucleolar ,intermediate
00114_p3_patch2.tif,00114_p3_patch2_Mask.tif,nucleolar ,intermediate
00114_p3_patch3.tif,00114_p3_patch3_Mask.tif,nucleolar ,intermediate
00114_p3_patch4.tif,00114_p3_patch4_Mask.tif,nucleolar ,intermediate
00114_p3_patch5.tif,00114_p3_patch5_Mask.tif,nucleolar ,intermediate
00114_p3_patch6.tif,00114_p3_patch6_Mask.tif,nucleolar ,intermediate
00114_p3_patch7.tif,00114_p3_patch7_Mask.tif,nucleolar ,intermediate
00114_p3_patch8.tif,00114_p3_patch8_Mask.tif,nucleolar ,intermediate
00114_p3_patch9.tif,00114_p3_patch9_Mask.tif,nucleolar ,intermediate
00114_p3_patch10.tif,00114_p3_patch10_Mask.tif,nucleolar ,intermediate
00114_p3_patch11.tif,00114_p3_patch11_Mask.tif,nucleolar ,intermediate
00114_p3_patch12.tif,00114_p3_patch12_Mask.tif,nucleolar ,intermediate
00114_p3_patch13.tif,00114_p3_patch13_Mask.tif,nucleolar ,intermediate
00114_p3_patch14.tif,00114_p3_patch14_Mask.tif,nucleolar ,intermediate
00118_p0_patch0.tif,00118_p0_patch0_Mask.tif,nucleolar ,intermediate
00118_p0_patch1.tif,00118_p0_patch1_Mask.tif,nucleolar ,intermediate
00118_p0_patch2.tif,00118_p0_patch2_Mask.tif,nucleolar ,intermediate
00118_p0_patch3.tif,00118_p0_patch3_Mask.tif,nucleolar ,intermediate
00118_p0_patch4.tif,00118_p0_patch4_Mask.tif,nucleolar ,intermediate
00118_p0_patch5.tif,00118_p0_patch5_Mask.tif,nucleolar ,intermediate
00118_p0_patch6.tif,00118_p0_patch6_Mask.tif,nucleolar ,intermediate
00118_p0_patch7.tif,00118_p0_patch7_Mask.tif,nucleolar ,intermediate
00118_p0_patch8.tif,00118_p0_patch8_Mask.tif,nucleolar ,intermediate
00118_p0_patch9.tif,00118_p0_patch9_Mask.tif,nucleolar ,intermediate
00118_p0_patch10.tif,00118_p0_patch10_Mask.tif,nucleolar ,intermediate
00118_p0_patch11.tif,00118_p0_patch11_Mask.tif,nucleolar ,intermediate
00118_p0_patch12.tif,00118_p0_patch12_Mask.tif,nucleolar ,intermediate
00118_p0_patch13.tif,00118_p0_patch13_Mask.tif,nucleolar ,intermediate
00118_p0_patch14.tif,00118_p0_patch14_Mask.tif,nucleolar ,intermediate
00118_p1_patch0.tif,00118_p1_patch0_Mask.tif,nucleolar ,intermediate
00118_p1_patch1.tif,00118_p1_patch1_Mask.tif,nucleolar ,intermediate
00118_p1_patch2.tif,00118_p1_patch2_Mask.tif,nucleolar ,intermediate
